Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	Time
10	37.22222	47.667313	113.0	0.0	1507.6666	10.01342	3.2981753	22.983839	1.4638367	26400	-0.027432775	335.57904	-0.054645985	-21.258991	2.7432754	0.050312284	0.40333334	1469.7547585964203
11	34.4	46.983402	113.0	2.0	1786.4	10.227187	3.9251475	23.653912	2.6894934	28800	-0.025784692	422.44406	-0.05897373	-27.391424	2.5784671	0.049577758	0.40916666	1596.60928440094
12	69.27273	48.90081	112.0	0.0	1759.1818	12.267288	5.077096	26.654398	1.336688	31200	-0.025297746	896.49396	-0.07347428	-179.30298	2.529774	0.048139054	0.44333336	1737.905003786087
13	73.333336	49.16638	113.0	0.0	1711.5555	28.233795	7.466037	50.51235	8.732487	33600	-0.025751809	494.96085	-0.08460202	-61.552776	2.5751772	0.0511737	0.48833334	1873.3572075366974
14	54.916668	50.532925	112.0	1.0	1573.75	27.517595	9.13712	52.950836	7.753602	36000	-0.025341645	585.905	-0.07724891	-39.198578	2.534164	0.048819423	0.43416667	2015.189246416092
15	77.72727	45.18264	108.0	3.0	1760.8182	26.47817	9.198735	51.584488	10.279352	38400	-0.02504534	538.9521	-0.077129714	-47.864315	2.5045326	0.048257753	0.42458332	2153.7326765060425
16	65.0	50.136482	111.0	0.0	1845.9166	28.184528	10.525488	80.531075	6.869348	40800	-0.024460142	523.35596	-0.06501295	-44.95049	2.4460158	0.046002507	0.40125	2294.5746116638184
17	76.5	49.045387	112.0	0.0	1880.4	26.405804	13.0295925	60.80438	4.215296	43200	-0.024807788	427.94803	-0.073593594	-33.833256	2.4807773	0.045591954	0.41625	2439.7821390628815
18	55.75	50.69866	111.0	1.0	1683.75	29.586565	14.609043	63.607216	4.134861	45600	-0.024711555	625.7662	-0.07886944	-85.83474	2.4711554	0.047521073	0.45666668	2589.5082244873047
19	48.75	49.313835	112.0	3.0	1793.6666	19.67165	14.5640745	55.532326	-5.2091823	48000	-0.02413866	551.1182	-0.07457427	-37.797527	2.4138672	0.046133384	0.41874996	2735.618185043335
20	69.63636	49.52919	111.0	0.0	1771.2727	21.262745	13.732096	56.45484	-4.6712418	50400	-0.024364918	562.5687	-0.07180207	-69.57105	2.4364946	0.04800831	0.4333333	2893.4920477867126
21	73.666664	48.037025	113.0	0.0	1662.75	24.765766	12.408123	61.134666	5.3091593	52800	-0.024357116	455.67178	-0.07896783	-34.563137	2.4357085	0.049514364	0.44833335	3044.7807700634003
22	51.727272	50.90828	111.0	0.0	1684.1818	28.316387	13.757473	67.302	7.660172	55200	-0.02377075	480.49036	-0.065065175	-20.65022	2.3770764	0.048526365	0.43999997	3202.1405813694
23	45.266666	50.6313	110.0	0.0	1634.7333	25.019613	13.436896	58.76076	4.7528687	57600	-0.023197586	561.0667	-0.066425376	-26.337997	2.3197572	0.049028307	0.42999998	3373.056751728058
24	48.642857	51.19794	111.0	0.0	1853.3572	23.870152	12.765451	63.02072	2.711241	60000	-0.023294518	546.2445	-0.07078739	-27.442596	2.3294525	0.04523251	0.42166665	3534.0232021808624
25	48.25	49.717747	110.0	1.0	2076.0	23.534363	11.540451	57.30673	6.6214304	62400	-0.02344957	518.91925	-0.07002876	-36.56595	2.344959	0.050296757	0.44916666	3693.4604749679565
26	56.0	49.871502	107.0	3.0	1939.1666	24.411533	12.578317	61.538445	2.4970784	64800	-0.022910366	510.56702	-0.06732946	-38.598186	2.291035	0.046407893	0.4570833	3850.893576145172
27	55.166668	50.42789	111.0	0.0	1735.25	24.066515	13.148944	59.748245	3.9041715	67200	-0.022553906	487.38428	-0.065401904	-41.590336	2.2553911	0.04756962	0.42249998	4010.2550723552704
28	74.61539	47.700245	112.0	0.0	1661.3846	22.137878	14.001662	63.711906	-0.9176546	69600	-0.022392193	517.28485	-0.06771345	-90.08262	2.2392182	0.051103175	0.43291667	4161.793461084366
29	68.53846	49.434673	112.0	0.0	1737.6154	36.013805	15.719659	83.33517	12.9920025	72000	-0.022715764	509.3317	-0.06267182	-40.686707	2.2715766	0.04628401	0.42416668	4315.875967741013
30	49.142857	48.189888	111.0	3.0	1847.6428	34.502705	15.745067	80.973625	9.864825	74400	-0.022006629	851.1335	-0.0701066	-276.5408	2.2006617	0.04872812	0.44958332	4496.465384244919
31	38.666668	48.03355	110.0	1.0	1975.0834	15.302407	14.255954	55.870922	-4.687933	76800	-0.021731898	475.48178	-0.060530778	-20.078651	2.173194	0.045216367	0.41833332	4664.9163908958435
32	81.92308	41.688335	109.0	1.0	1795.2307	18.101572	12.294716	53.037228	-0.1959726	79200	-0.021847794	652.80005	-0.072120994	-156.5502	2.1847801	0.05020778	0.43458334	4816.165316820145
33	60.384617	52.002277	113.0	0.0	1902.0	37.58899	12.344033	75.88283	16.648733	81600	-0.020536533	561.8161	-0.06608197	-69.109886	2.0536537	0.052015465	0.41750002	4986.53707075119
34	36.46154	47.94326	109.0	0.0	1834.0769	26.135736	11.914425	58.573147	8.785105	84000	-0.020502442	600.6738	-0.06514426	-59.726017	2.050245	0.046206143	0.39791667	5149.394176483154
35	75.38461	46.370644	110.0	2.0	1836.4615	16.654976	12.470352	52.600105	2.4782627	86400	-0.02092435	668.8	-0.055779975	-147.36852	2.092434	0.045112878	0.40833333	5304.181200027466
36	56.75	49.659046	112.0	4.0	1885.0	29.284447	11.009343	62.81809	13.077537	88800	-0.020391094	477.3866	-0.059107542	-48.559956	2.0391095	0.047481935	0.3945833	5469.9921438694
37	60.0	52.1064	113.0	0.0	1801.6154	24.6985	11.7471075	55.543755	8.455761	91200	-0.020645758	604.7994	-0.06788841	-13.984833	2.0645714	0.050220978	0.43916667	5627.322477817535
38	47.25	49.052906	110.0	3.0	1887.8334	30.9582	14.308705	72.08994	12.023616	93600	-0.02070348	555.8948	-0.07017385	-105.99741	2.070346	0.046202924	0.43541667	5795.290011167526
39	80.833336	43.358646	113.0	5.0	1686.0834	18.81688	12.23047	58.588444	2.8380523	96000	-0.020812491	567.6494	-0.06917596	-116.98102	2.0812504	0.050162356	0.40499997	5950.882440567017
40	59.46154	52.170746	111.0	0.0	1708.8462	30.391165	13.825859	67.61758	11.714579	98400	-0.019948741	444.1206	-0.06484706	-15.960406	1.994875	0.04818983	0.41375002	6118.180917263031
41	89.083336	39.09488	112.0	0.0	1666.0	24.998232	14.025182	63.722538	6.6735463	100800	-0.019694516	491.75052	-0.063675195	-157.86745	1.9694538	0.045045987	0.40625	6270.843039274216
42	43.692307	48.104668	109.0	2.0	1649.2307	42.899857	15.30896	95.56895	18.340197	103200	-0.019201199	1000.70905	-0.06815057	-428.3492	1.9201134	0.048676472	0.41125	6432.0205109119415
43	46.266666	50.9725	112.0	0.0	1704.3334	25.919014	15.450352	75.28148	7.0246024	105600	-0.018858036	589.78424	-0.06572529	-21.876083	1.8858031	0.04716107	0.3925	6609.473647117615
44	73.75	48.18389	113.0	3.0	1839.0834	21.510572	13.229059	58.93401	5.7881284	108000	-0.018698275	503.87646	-0.059415102	-39.285015	1.869833	0.049497724	0.39958334	6770.827383518219
45	52.846153	49.35717	112.0	0.0	1661.4615	32.004166	13.448523	80.28242	12.323926	110400	-0.018087089	606.5637	-0.061737955	-78.18048	1.8087085	0.047038075	0.36958334	6936.946991920471
46	55.285713	49.735626	110.0	0.0	1682.9286	18.419342	12.59522	68.86903	1.4467248	112800	-0.017367512	483.3397	-0.05351183	-38.689785	1.7367514	0.04873838	0.37208334	7102.796055793762
47	98.5	28.464891	112.0	5.0	1748.9166	24.798262	16.133781	66.85372	1.0872011	115200	-0.017804518	455.7596	-0.057519194	-146.42342	1.7804518	0.046647716	0.39041665	7261.474293231964
48	84.71429	41.808113	111.0	0.0	1773.4286	38.947815	19.537996	102.42296	9.348434	117600	-0.016118387	353.9536	-0.062396903	-44.622818	1.6118361	0.051682588	0.38166666	7422.766266345978
49	73.25	46.781628	111.0	2.0	1826.3334	35.760838	18.577475	96.342285	3.8561027	120000	-0.016341152	583.90106	-0.055137962	-65.73334	1.6341162	0.045536518	0.3575	7593.879901885986
50	69.78571	48.97839	112.0	0.0	1635.8572	33.2158	18.551695	87.63092	-2.5671647	122400	-0.015988901	414.56897	-0.061758507	-70.180214	1.5988888	0.048876505	0.38791665	7755.358697414398
51	86.066666	39.840458	112.0	5.0	1806.8	36.21501	19.02276	186.91193	9.27565	124800	-0.016349137	423.84097	-0.053180065	-95.162926	1.6349125	0.0450718	0.3495833	7922.375327825546
52	59.692307	50.698788	109.0	1.0	1971.0	35.59769	19.548325	114.392525	5.68183	127200	-0.01572297	600.2959	-0.06211703	-109.80554	1.5722965	0.047653127	0.39166665	8091.296704053879
53	60.076923	50.612343	111.0	0.0	1842.6923	32.13457	16.567461	91.33278	-40.32089	129600	-0.015557657	453.7875	-0.0612247	-70.2352	1.5557638	0.046863165	0.38250002	8258.996930599213
54	71.0	48.292263	113.0	3.0	1760.8572	31.25961	18.718195	99.59748	2.0648623	132000	-0.015208882	497.4008	-0.052889887	-73.40388	1.5208896	0.051483203	0.3791667	8430.655902385712
55	63.714287	48.067554	108.0	1.0	1838.2858	30.974075	17.27098	96.07324	2.2854395	134400	-0.014766249	503.75806	-0.06157502	-85.99365	1.4766245	0.045163218	0.35625002	8597.965510606766
56	42.642857	50.280087	112.0	0.0	1935.8572	26.115902	18.67526	93.07445	-1.6756799	136800	-0.0143077895	393.2118	-0.067995444	-92.77118	1.4307796	0.04518177	0.36541668	8776.907974243164
57	56.5	51.118324	113.0	1.0	1929.75	21.080997	15.251067	77.74782	-0.6120771	139200	-0.014471948	479.821	-0.058028024	-50.087997	1.4471927	0.04619604	0.37458336	8948.742286205292
58	75.23077	45.7605	111.0	5.0	1653.8462	29.447477	18.971355	88.335846	7.536692	141600	-0.015131022	402.44516	-0.06273615	-44.876873	1.5131036	0.05178653	0.38708332	9117.71622800827
59	44.933334	48.640812	110.0	0.0	1722.6	27.757305	15.839557	85.565094	7.256161	144000	-0.015010208	438.9373	-0.06701624	-121.73276	1.5010198	0.04763155	0.37958333	9279.60164141655
60	78.78571	45.699608	112.0	0.0	1917.3572	17.635962	17.344982	83.621826	-5.9155726	146400	-0.0145039065	664.6982	-0.055308014	-237.67793	1.4503905	0.04624294	0.37041667	9453.590149879456
61	48.0	49.918266	112.0	4.0	1911.9166	31.259655	18.102242	93.55966	-1.8558859	148800	-0.013892	580.041	-0.0646166	-46.348316	1.3891987	0.048576403	0.34208333	9637.690987348557
62	67.8125	47.89209	111.0	1.0	1624.0	28.705078	17.647276	78.314995	-2.6214423	151200	-0.013964084	584.9334	-0.05593231	-20.401785	1.396409	0.05116835	0.38458332	9803.09541773796
63	63.5	50.61867	111.0	0.0	1932.3572	29.069004	17.231739	83.25288	-0.32370475	153600	-0.014273415	445.645	-0.050628442	-44.2552	1.4273418	0.047805134	0.35375	9983.652020931244
64	81.083336	43.670086	110.0	1.0	1851.0	32.26508	18.21368	85.676865	3.3913236	156000	-0.014173095	294.74594	-0.0646719	-57.694286	1.4173108	0.05312411	0.37875	10140.715777873993
65	41.0	50.259327	112.0	0.0	1727.9286	33.556473	18.912815	94.88698	-1.3514645	158400	-0.01382592	636.4308	-0.06592303	-164.13506	1.3825926	0.05157566	0.38583335	10312.162143945694
66	83.76923	44.52511	113.0	1.0	1743.7693	21.768028	19.744284	80.62599	-4.640985	160800	-0.0138599975	551.3199	-0.056208953	-267.38577	1.3859991	0.04766823	0.33083335	10474.639165401459
67	27.0	41.03309	107.0	0.0	1762.7142	25.002308	15.811553	74.21888	-6.9767485	163200	-0.01392519	477.51797	-0.059170503	-47.983143	1.3925209	0.04530181	0.34875	10645.193641662598
68	83.92308	43.382843	112.0	2.0	1838.3846	29.052141	20.831224	94.7596	-2.6416664	165600	-0.01365802	330.95245	-0.057123672	-10.413372	1.3657984	0.048102334	0.33041668	10801.435632228851
69	76.0	46.09522	111.0	4.0	1868.7693	31.29793	19.67397	84.13214	-2.278065	168000	-0.014426793	385.27234	-0.055717614	-18.044039	1.4426764	0.04717788	0.345	10961.220414161682
70	81.25	44.339832	112.0	1.0	1864.75	30.10866	20.568787	94.6055	-3.0035062	170400	-0.013616555	428.29764	-0.043804426	-23.83406	1.3616575	0.049318228	0.37125	11122.787355422974
71	83.53846	42.973366	112.0	2.0	1650.6923	39.384804	21.51047	109.527176	8.703981	172800	-0.014660732	433.85046	-0.05395037	-32.873943	1.4660711	0.04525662	0.3458333	11279.622740983963
72	63.285713	48.714077	111.0	1.0	1792.8572	36.036434	21.67857	102.04102	4.7575717	175200	-0.014389767	478.2461	-0.049100388	-79.353004	1.4389759	0.046360675	0.32666668	11436.402843952179
73	73.5	48.845848	111.0	2.0	1952.0	25.888311	16.371561	73.797005	-1.3663459	177600	-0.013592422	382.06677	-0.05968629	3.2041779	1.3592453	0.050140906	0.39499998	11615.557651996613
74	36.846153	45.84564	108.0	4.0	1803.4615	24.506853	15.879891	73.75209	-1.5019764	180000	-0.014209528	500.5825	-0.060578067	-33.590996	1.4209532	0.046890046	0.38208333	11782.236571788788
75	92.85714	35.46801	113.0	5.0	1763.2142	25.500643	17.356937	86.719284	1.9108591	182400	-0.014886662	553.87494	-0.062160507	-22.210169	1.4886646	0.04627997	0.35791668	11939.475116729736
76	74.5	46.94234	113.0	7.0	1952.6666	25.563972	16.94005	80.67298	-2.1031451	184800	-0.014211535	390.1888	-0.056277532	-37.65163	1.4211541	0.05078959	0.3691667	12108.244130849838
77	65.916664	49.231525	112.0	7.0	1813.9166	27.121489	15.3680525	79.47905	0.038953632	187200	-0.014288326	379.72592	-0.055058807	-31.324331	1.4288316	0.04707247	0.37250003	12267.575917005539
78	57.357143	51.33727	112.0	2.0	1788.0714	32.988735	21.35007	98.74238	4.589826	189600	-0.013743796	513.4114	-0.047008365	-33.991337	1.3743811	0.048191343	0.37666667	12442.184559106827
79	67.84615	48.72031	112.0	4.0	1860.2307	25.951338	21.246954	87.90511	1.8194624	192000	-0.013981059	328.39603	-0.054588635	-22.754107	1.3981034	0.04664438	0.35708332	12611.38623380661
80	60.53846	50.14535	113.0	3.0	1818.3077	24.36258	18.661978	87.827675	-3.805782	194400	-0.014555345	366.61084	-0.04760884	-43.68709	1.4555336	0.046787668	0.36791667	12774.837768316269
81	67.46154	50.27557	112.0	0.0	1821.0769	27.60848	20.092125	91.30926	-2.9290426	196800	-0.0136274	409.0123	-0.052222442	-60.822308	1.362738	0.048998628	0.3629167	12934.761589288712
82	73.083336	49.592434	112.0	0.0	1749.5	25.013603	20.538929	90.7116	-3.001438	199200	-0.013213997	360.18994	-0.056812715	-64.443665	1.3214	0.047458608	0.35	13099.12688612938
83	76.57143	47.12402	111.0	0.0	1661.8572	33.613388	21.51006	94.98953	-2.7561944	201600	-0.012965053	446.84555	-0.05175048	-62.117706	1.2965039	0.051869184	0.34458336	13253.27851819992
84	72.42857	50.046715	112.0	0.0	1862.2142	32.18354	19.496117	103.12123	2.6192546	204000	-0.012553786	444.57394	-0.054703493	-79.849464	1.2553768	0.05181473	0.38041666	13425.5814204216
85	57.083332	51.13456	112.0	4.0	1930.3334	34.63019	18.648697	105.72374	3.7117355	206400	-0.011504401	556.8366	-0.055563066	-77.65082	1.1504421	0.050249625	0.3325	13599.092129945755
86	72.916664	48.85942	111.0	0.0	1687.8334	33.985077	21.284208	111.90142	1.6262231	208800	-0.011162183	336.05527	-0.05296254	-51.17915	1.1162183	0.049504	0.32125	13771.071793794632
87	75.61539	46.400497	112.0	3.0	1503.0769	32.112514	19.07624	98.94294	6.1767	211200	-0.011204481	404.96964	-0.0468491	-59.27536	1.1204462	0.045454253	0.3216667	13931.826450109482
88	86.4	42.795326	112.0	0.0	1657.7333	33.372395	18.781288	154.4427	9.382244	213600	-0.010953315	470.55875	-0.04722241	-112.49009	1.0953358	0.0468163	0.33124998	14097.028984069824
89	79.35714	44.81487	113.0	7.0	1952.4286	46.102936	20.21187	119.90198	11.723659	216000	-0.010466377	555.2755	-0.047571342	-207.25586	1.0466374	0.048965562	0.33208334	14268.209750413895
90	56.416668	51.81933	111.0	1.0	1941.8334	27.327122	16.228876	83.82347	1.1218383	218400	-0.011005829	306.59518	-0.04745939	-41.246716	1.1005839	0.045480847	0.32541665	14437.97571182251
91	64.416664	50.963154	112.0	1.0	1722.0	22.428572	16.90709	88.14487	-10.669039	220800	-0.011890337	795.5341	-0.048370425	-55.668774	1.1890336	0.050876778	0.3708333	14607.260959386826
92	67.61539	51.05734	112.0	0.0	1505.3077	39.2417	25.811535	117.28585	-3.891815	223200	-0.011426185	286.767	-0.056312677	-42.23025	1.1426181	0.050130155	0.34833333	14766.245712041855
93	80.5625	43.630505	111.0	4.0	1707.5	36.899265	20.608347	101.68782	6.661221	225600	-0.010159428	479.64038	-0.045110095	-54.765224	1.0159432	0.0511443	0.30125	14937.247995853424
94	61.23077	50.75454	111.0	0.0	2025.6923	26.029858	15.538363	80.98877	-1.0344633	228000	-0.010114302	364.08957	-0.049800757	-40.500034	1.0114319	0.04706286	0.31125	15111.094676017761
95	64.916664	50.01743	112.0	4.0	1789.8334	25.32254	17.96642	94.01508	-3.0680833	230400	-0.010267059	434.60904	-0.044567674	-33.616116	1.026707	0.05243328	0.32708332	15278.181492567062
96	66.066666	50.275864	111.0	0.0	1645.4667	27.466703	17.94442	86.84665	2.5504794	232800	-0.011494185	724.12714	-0.04533291	-76.58965	1.1494182	0.04882571	0.335	15455.679238557816
97	63.785713	49.882977	113.0	0.0	1814.2858	34.950603	23.179	107.67129	1.4251796	235200	-0.011804901	370.684	-0.05617239	-24.493517	1.1804868	0.049348127	0.36249998	15620.60188984871
98	70.36364	48.17633	111.0	4.0	1905.2727	34.865078	23.475437	113.21011	1.1967896	237600	-0.01290645	316.75415	-0.05939436	-41.260723	1.2906443	0.05096938	0.3525	15791.114133358002
99	62.714287	50.294037	113.0	0.0	1649.5714	30.941725	25.197962	106.727776	-0.33548424	240000	-0.010477032	221.21193	-0.04358597	-34.273083	1.0477036	0.04545923	0.29416665	15948.4286942482
100	70.28571	48.452374	111.0	4.0	1822.9286	20.904179	17.403812	94.85704	-2.3363914	242400	-0.010602996	608.5767	-0.046256717	-56.064953	1.0603034	0.04544924	0.30458334	16108.880078554153
101	91.083336	35.689537	111.0	11.0	1920.75	33.920033	22.961569	105.02065	3.993605	244800	-0.010737215	525.26605	-0.043069612	-39.94545	1.0737226	0.045315344	0.29333332	16273.845433950424
102	79.666664	44.12205	112.0	2.0	1756.1333	44.82948	20.416206	126.661385	11.528745	247200	-0.009449497	482.1589	-0.0456868	-74.764885	0.9449463	0.050119895	0.28958333	16434.482649564743
103	68.53846	50.478657	112.0	0.0	1898.8462	33.924927	20.249313	113.059235	0.84425783	249600	-0.0088965455	203.19257	-0.037996124	-19.507683	0.88965315	0.053514943	0.34125003	16602.63482618332
104	60.384617	50.67929	113.0	1.0	1724.3846	30.568222	20.655817	115.7604	-2.3513992	252000	-0.010920535	447.26962	-0.049782008	-28.204088	1.0920581	0.045982506	0.30875	16758.311044454575
105	60.153847	51.456997	112.0	0.0	1806.0769	32.997227	22.907322	102.340096	-1.1829727	254400	-0.009996478	660.3609	-0.04899041	-63.90863	0.9996472	0.04650301	0.3075	16939.275549411774
106	77.35714	45.418068	112.0	1.0	1774.5	25.103994	17.678926	88.28282	-3.6754982	256800	-0.011528767	521.8807	-0.05375566	-53.1787	1.152872	0.050267488	0.34708333	17102.41587471962
107	76.23077	46.293633	111.0	2.0	1939.0769	26.266216	10.921524	70.088264	2.428739	259200	-0.009036024	505.0668	-0.03858212	-87.65134	0.9036003	0.048925847	0.32041666	17266.355627298355
108	82.0	43.787365	112.0	3.0	1856.1666	40.487	20.400867	105.682755	5.7990036	261600	-0.009152666	394.40457	-0.042401727	-17.656874	0.91526955	0.047256935	0.2925	17446.37925720215
109	78.92857	43.59794	113.0	7.0	1699.0	36.865	22.220886	106.82569	12.926805	264000	-0.0078000217	392.9059	-0.03212378	-25.08822	0.77999896	0.04971425	0.3125	17614.847839832306
110	86.73333	41.05357	113.0	2.0	1811.4667	31.260283	18.353954	83.991714	10.654801	266400	-0.0072085783	363.27502	-0.03484099	-31.036514	0.72085977	0.047207657	0.25875	17796.70496726036
111	69.0	49.243507	112.0	2.0	1933.6923	31.61711	16.123795	87.16759	6.214643	268800	-0.006997878	390.11813	-0.034296352	-37.90511	0.6997886	0.045227975	0.27291667	17971.97406244278
112	70.71429	50.127594	113.0	0.0	1835.5714	34.201607	21.370604	106.75745	0.6169654	271200	-0.0067363433	252.41283	-0.035188254	-15.614686	0.67363405	0.056235272	0.25166667	18146.539419174194
113	73.73333	47.972862	111.0	3.0	1861.4667	37.411926	23.206264	108.54488	-27.404602	273600	-0.0074238977	439.61768	-0.038664956	-30.30549	0.74238926	0.047007684	0.25708333	18313.090342521667
114	52.615383	50.580536	111.0	3.0	1980.4615	28.063038	21.457342	100.24647	-1.8367501	276000	-0.007931921	300.55127	-0.0440878	-15.489749	0.7931902	0.051668614	0.28541666	18495.78184580803
115	63.9375	49.968075	113.0	1.0	1833.125	29.426744	21.137417	91.8738	0.71595865	278400	-0.0076761493	474.5471	-0.034575403	-18.754698	0.7676146	0.04686116	0.23791666	18683.716724395752
116	69.07692	49.465546	110.0	4.0	2019.1538	25.322208	20.162037	107.11267	-2.766541	280800	-0.008360326	350.41537	-0.046123207	-25.272978	0.8360305	0.04873261	0.27875003	18858.638832569122
117	70.42857	48.707165	110.0	0.0	1801.2858	33.900867	21.726088	118.72276	1.3553083	283200	-0.007248672	396.75864	-0.03608762	-16.359787	0.72486717	0.045798194	0.26666668	19034.899250268936
118	75.5625	47.027874	112.0	2.0	1812.75	29.805723	19.182922	89.13104	-2.3962162	285600	-0.0070901015	396.03433	-0.03399678	-25.93228	0.7090089	0.049209554	0.24125	19213.768607378006
119	48.5	49.698257	111.0	3.0	1967.5834	31.926363	20.649132	105.11162	-2.440349	288000	-0.0070124515	454.28397	-0.034340754	-14.267108	0.7012463	0.041503634	0.27666667	19401.996511936188
120	93.26667	34.293762	113.0	5.0	1619.9333	32.443027	21.963709	102.86859	-4.8316298	290400	-0.0077339015	351.40024	-0.04038715	-18.721512	0.7733865	0.047858104	0.2875	19578.69280219078
121	73.86667	47.457867	113.0	2.0	1782.6	30.092728	19.43011	104.19466	-3.650595	292800	-0.007182052	353.6665	-0.034147076	-19.364517	0.718205	0.047130853	0.2325	19756.108372449875
122	80.933334	45.90057	113.0	2.0	1879.2667	41.251816	26.83082	126.850174	3.5550601	295200	-0.007182325	261.1423	-0.039081436	-13.627927	0.71823055	0.044259775	0.25541666	19943.025595664978
123	86.35714	43.63257	113.0	0.0	1942.2142	38.8397	23.531132	124.50873	11.927227	297600	-0.007903102	352.73218	-0.035913613	-30.984648	0.79031175	0.047434837	0.2675	20129.78848218918
124	92.23077	38.979588	112.0	0.0	1864.8462	40.050846	22.09762	120.7816	5.5589705	300000	-0.0075609013	340.57092	-0.035716865	-45.78749	0.75609016	0.04647885	0.22874999	20299.001811504364
125	68.333336	50.150883	112.0	3.0	1805.5555	49.763897	23.52224	127.085976	9.837218	302400	-0.006805898	603.309	-0.03448297	-128.17421	0.68059176	0.051759172	0.27583334	20493.063856601715
126	56.916668	50.802658	111.0	3.0	2132.75	35.365227	14.621349	84.961006	8.348466	304800	-0.0071662962	699.5498	-0.03989506	-47.862396	0.7166297	0.04766788	0.23333333	20683.523483514786
127	93.53333	35.4718	111.0	0.0	1716.2	32.914898	17.507719	90.13505	6.1013184	307200	-0.0070085227	530.0992	-0.0329339	-12.686666	0.7008543	0.046551198	0.28041667	20860.915205717087
128	73.933334	48.47744	113.0	0.0	1857.7333	33.7556	18.276361	94.215576	6.6128073	309600	-0.0069524297	381.49612	-0.033387925	-16.728401	0.6952432	0.044688284	0.235	21047.160799980164
129	84.69231	42.818733	112.0	3.0	1891.6154	35.47666	19.56604	101.15525	1.6782583	312000	-0.0072969943	369.58615	-0.03286898	-17.184084	0.72969764	0.047160506	0.24333334	21223.94829559326
130	87.53333	42.56425	113.0	0.0	1712.6666	39.885395	20.672094	107.54384	8.165394	314400	-0.007020096	214.3194	-0.03584107	-34.593346	0.7020127	0.050357025	0.2275	21413.024914979935
131	92.71429	36.558033	112.0	0.0	1791.0	44.124504	21.776035	119.53139	19.113152	316800	-0.006394575	294.42343	-0.027317487	-21.362045	0.63945764	0.04526796	0.24458332	21589.380258083344
132	87.0	40.978043	112.0	0.0	1776.8667	47.408344	23.576942	113.23775	3.7506921	319200	-0.006271392	315.9913	-0.026215546	-26.595383	0.6271394	0.04178676	0.2425	21770.103302955627
133	87.666664	40.470016	112.0	4.0	1845.9333	43.823994	22.251274	104.371704	18.237343	321600	-0.0060316822	227.86632	-0.026775593	-16.550812	0.6031688	0.0374594	0.24708335	21949.149567604065
134	91.76923	36.686096	111.0	6.0	1894.6154	35.313896	17.237673	100.29408	15.629568	324000	-0.0063509345	314.96628	-0.032865558	-35.40463	0.63509506	0.04935199	0.21333332	22133.859060764313
135	86.0	39.889847	112.0	0.0	1699.8667	43.291428	23.204979	109.71288	17.211304	326400	-0.0062610707	263.1395	-0.026367858	-10.39261	0.6261031	0.04219669	0.26624998	22324.70925092697
136	78.28571	44.480217	113.0	3.0	1749.5714	38.829506	19.901997	111.89566	3.3938978	328800	-0.006146744	375.3986	-0.027008444	-13.975098	0.6146715	0.045447547	0.22250001	22497.971331596375
