Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	Time
100	45.07624	58.49206	396.38452	6.3974595	185.72093	37.167137	10.430938	51.062885	-6.5393677	121200	9.934108e-09	2830.842	-0.008640396	-116.578735	0.57157403	0.0052759876	0.048333332	3505.688961982727
101	50.221096	31.414131	137.81227	6.890761	184.04878	43.55465	9.536568	62.68421	-5.0604215	122400	-1.2665987e-07	713.6553	-0.007873084	-18.443237	0.6564408	0.0071813227	0.09083333	3542.878660917282
102	71.31657	80.93255	437.34125	5.2583833	185.86667	44.109856	8.298756	63.122623	20.531036	123600	-1.9868216e-08	5722.4043	-0.006228385	-179.58702	0.51031643	0.010629006	0.06583334	3581.075793504715
103	40.41321	54.204536	383.75925	9.546712	187.54347	47.96722	9.164318	73.28373	27.383959	124800	0.0	2174.3196	-0.0026946317	-29.640442	0.3135717	0.00349985	0.019166667	3619.215576171875
104	54.810024	36.481808	195.40549	6.652048	183.47728	53.74998	9.834818	75.44001	-1.2743092	126000	9.934108e-09	1020.8381	-0.005735816	-65.39405	0.60113674	0.007867432	0.10999999	3656.931079387665
105	47.62233	42.838818	189.75293	4.9555936	184.74419	41.804367	11.242807	63.4663	-9.839911	127200	2.4835268e-08	1091.4447	-0.007143011	-21.473076	0.5057301	0.007406901	0.100833334	3694.151129961014
106	38.673046	35.595592	176.27896	4.816882	186.73334	41.408962	13.389963	63.898792	-3.911042	128400	-3.973643e-08	680.9133	-0.003366674	-49.38908	0.43156734	0.015008636	0.112500004	3731.6600732803345
107	47.34158	42.97877	175.35596	4.8054914	182.15384	41.79167	10.84814	57.942814	-5.1994524	129600	-2.4835268e-08	1051.4456	-0.01226717	-44.081493	0.7939723	0.009049042	0.11249999	3769.31213927269
108	64.71296	98.48809	582.0433	5.0340495	185.59091	44.42923	9.521683	59.17413	-14.6321745	130800	2.4835268e-08	7151.691	-0.0037424115	-207.20184	0.5839365	0.005850038	0.07083333	3806.5168240070343
109	50.199707	31.288685	154.75233	5.0168514	187.63043	53.489048	11.203749	75.828064	-5.1507072	132000	7.947286e-08	2174.6775	-0.0054116123	-109.47046	0.46845677	0.0113590425	0.12666667	3844.129418373108
