Epoch: 0, Optim_iter: 0, Train_Lose:170594.046875
Epoch: 0, Optim_iter: 1, Train_Lose:168122.75
Epoch: 0, Optim_iter: 2, Train_Lose:167069.75
Epoch: 0, Optim_iter: 3, Train_Lose:168160.6875
Epoch: 0, Optim_iter: 4, Train_Lose:165708.578125
Epoch: 0, Optim_iter: 5, Train_Lose:164568.0625
Epoch: 0, Optim_iter: 6, Train_Lose:167077.65625
Epoch: 0, Optim_iter: 7, Train_Lose:169621.484375
Epoch: 0, Optim_iter: 8, Train_Lose:161036.5625
Epoch: 0, Optim_iter: 9, Train_Lose:166039.171875
Epoch: 0, Optim_iter: 10, Train_Lose:167172.890625
Epoch: 0, Optim_iter: 11, Train_Lose:168623.484375
Epoch: 0, Optim_iter: 12, Train_Lose:168975.484375
Epoch: 0, Optim_iter: 13, Train_Lose:165049.84375
Epoch: 0, Optim_iter: 14, Train_Lose:168992.578125
Epoch: 0, Optim_iter: 15, Train_Lose:168803.109375
Epoch: 0, Optim_iter: 16, Train_Lose:166463.328125
Epoch: 0, Optim_iter: 17, Train_Lose:166472.515625
Epoch: 0, Optim_iter: 18, Train_Lose:169714.453125
Epoch: 0, Optim_iter: 19, Train_Lose:164018.484375
Epoch: 0, Optim_iter: 20, Train_Lose:168065.390625
Epoch: 0, Optim_iter: 21, Train_Lose:162296.703125
Epoch: 0, Optim_iter: 22, Train_Lose:166553.09375
Epoch: 0, Optim_iter: 23, Train_Lose:164431.796875
Epoch: 0, Optim_iter: 24, Train_Lose:164867.578125
Epoch: 0, Optim_iter: 25, Train_Lose:165400.03125
Epoch: 0, Optim_iter: 26, Train_Lose:168101.828125
Epoch: 0, Optim_iter: 27, Train_Lose:162618.984375
Epoch: 0, Optim_iter: 28, Train_Lose:158810.578125
Epoch: 0, Optim_iter: 29, Train_Lose:167732.09375
Epoch: 0, Optim_iter: 30, Train_Lose:168159.90625
Epoch: 0, Optim_iter: 31, Train_Lose:169353.0
Epoch: 0, Optim_iter: 32, Train_Lose:168932.125
Epoch: 0, Optim_iter: 33, Train_Lose:166263.078125
Epoch: 0, Optim_iter: 34, Train_Lose:168302.6875
Epoch: 0, Optim_iter: 35, Train_Lose:159277.84375
Epoch: 0, Optim_iter: 36, Train_Lose:169319.40625
Epoch: 0, Optim_iter: 37, Train_Lose:166316.828125
Epoch: 0, Optim_iter: 38, Train_Lose:164055.578125
Epoch: 0, Optim_iter: 39, Train_Lose:171388.3125
Epoch: 0, Optim_iter: 40, Train_Lose:165017.921875
Epoch: 0, Optim_iter: 41, Train_Lose:162541.296875
Epoch: 0, Optim_iter: 42, Train_Lose:166688.75
