Epoch: 0, Optim_iter: 0, Train_Lose:165187.859375
Epoch: 0, Optim_iter: 1, Train_Lose:170736.1875
Epoch: 0, Optim_iter: 2, Train_Lose:168402.453125
Epoch: 0, Optim_iter: 3, Train_Lose:170096.15625
Epoch: 0, Optim_iter: 4, Train_Lose:167902.21875
Epoch: 0, Optim_iter: 5, Train_Lose:170526.71875
Epoch: 0, Optim_iter: 6, Train_Lose:170292.59375
Epoch: 0, Optim_iter: 7, Train_Lose:162904.25
Epoch: 0, Optim_iter: 8, Train_Lose:162530.015625
Epoch: 0, Optim_iter: 9, Train_Lose:172665.875
Epoch: 0, Optim_iter: 10, Train_Lose:168927.4375
Epoch: 0, Optim_iter: 11, Train_Lose:164950.46875
Epoch: 0, Optim_iter: 12, Train_Lose:170064.203125
Epoch: 0, Optim_iter: 13, Train_Lose:168349.734375
Epoch: 0, Optim_iter: 14, Train_Lose:167533.15625
Epoch: 0, Optim_iter: 15, Train_Lose:164021.578125
Epoch: 0, Optim_iter: 16, Train_Lose:168173.796875
Epoch: 0, Optim_iter: 17, Train_Lose:170325.390625
Epoch: 0, Optim_iter: 18, Train_Lose:173330.546875
Epoch: 0, Optim_iter: 19, Train_Lose:167311.390625
Epoch: 0, Optim_iter: 20, Train_Lose:168247.203125
Epoch: 0, Optim_iter: 21, Train_Lose:169335.765625
Epoch: 0, Optim_iter: 22, Train_Lose:167914.84375
Epoch: 0, Optim_iter: 23, Train_Lose:166313.09375
Epoch: 0, Optim_iter: 24, Train_Lose:173074.734375
Epoch: 0, Optim_iter: 25, Train_Lose:171783.21875
Epoch: 0, Optim_iter: 26, Train_Lose:169753.5
Epoch: 0, Optim_iter: 27, Train_Lose:172718.8125
Epoch: 0, Optim_iter: 28, Train_Lose:174657.09375
Epoch: 0, Optim_iter: 29, Train_Lose:169217.859375
Epoch: 0, Optim_iter: 30, Train_Lose:170896.640625
Epoch: 0, Optim_iter: 31, Train_Lose:162469.203125
